,SMILES,LogS_water,LogS_ethanol,LogS_benzene,LogS_acetone
2043,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC(=O)[C@]12C)[C@@](C)(CCC(=O)O)[C@H](CC3=O)C(=O)O,,-0.709240079,,
2044,C/C=C/CCCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,,-2.491131172,,
2045,c1ccc(cc1)C(c1ccc(cc1)Cl)(C(c1ccccc1)(c1ccc(cc1)Cl)O)O,,-2.638838549,,
2046,c1ccc2cc(ccc2c1)N(CCCl)CCCl,,-0.923286124,,
2047,CN(C)c1ccc(cc1)C(=NC(=O)c1ccccc1)c1ccc(cc1)N(C)C,,-2.365817792,,
2048,c1ccc(cc1)C(C=CC(c1ccccc1)(c1ccccc1)O)(c1ccccc1)O,,-1.714775632,,
2049,c1cc(c(cc1Cl)Cl)Oc1ccc(cc1O)Cl,,0.885787518,,
2050,CCCCCCCCCCCCOC(=O)NC(=O)N,,-2.98802994,,
2051,CC(C)C1CCC(C)CC1OC(=O)C(c1ccccc1)O,,-0.613450986,,
2052,O=[S]1CC[S](=O)CC1,,-0.828414631,,
2053,c1ccc2c(c1)OP1(=nP3(=nP4(=n1)Oc1ccccc1O4)Oc1ccccc1O3)O2,,-2.687057915,,
2054,CCCCCC1(CCO)C(=O)NC(=S)NC1=O,,-0.128941292,,
2055,Cc1cc(ccc1/N=N/c1ccc(cc1)N(c1ccccc1)c1ccccc1)N(=O)=O,,-2.826812954,,
2056,CCCCCCCCCCCCCC(=O)NO,,-1.0,-1.15490196,
2057,CC(=CC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C)C,,-2.569157792,,
2058,COc1ccc(cc1)COC(=O)NC(=O)N,,-2.505568561,,
2059,c1cc(ccc1C=CC(=O)O)[N+](=O)[O-],,-2.299143214,,
2060,Cc1cc(cc(c1OCC(=O)Nc1ccccc1)Cl)Cl,,-0.973099852,,
2061,CC(=O)[C@@]12[C@@H](C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](C[C@]13C)O)O2,,-1.866310262,,
2062,Cc1ccc(cc1)S(=O)(=O)NNC(=O)C(c1ccccc1)(c1ccccc1)O,,-1.457699002,,
2063,c1cc(ccc1C(=O)O)Cl,,-0.538348802,,
2064,CC(C)(O)P1(=O)OCC2(CO1)COP(=O)(C(C)(C)O)OC2,,-1.501169197,,
2065,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)C,,-1.933182466,,
2066,C(CCCNC(=O)OCCCCO)CCNC(=O)OCCCCO,,-0.809734245,,
2067,Cc1ccc2c(ccc(c2n1)O)[N+](=O)[O-],,-1.910350113,,
2068,CC(C)(C)c1ccc(cc1)C(=O)NN,,0.137054209,,
2069,CN1CC[C@]23[C@H]4C=CC(=O)[C@@H]3Oc3c(ccc(C[C@@H]14)c23)OC,,-2.242824864,,
2070,CCCC(C)(C)OC(=O)NC(=O)N,,-0.894470679,,
2071,c1ccc(cc1)C(c1ccccc1Cl)(C(c1ccccc1)(c1ccccc1Cl)O)O,,-3.258627307,,
2072,c1ccc(cc1)OP(=O)(Oc1ccccc1)Oc1ccccc1,,0.333971557,,
2074,CCCC(=Cc1ccco1)C=NNC(=O)N,,-0.946268355,,
2075,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C)C5CCC34C)O)C2C1C)C(=O)OC,,-0.951626569,,
2076,c1c(cc(c(c1[N+](=O)[O-])C(=O)N=[N+]=[N-])[N+](=O)[O-])[N+](=O)[O-],,-2.854235622,,
2077,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC=O,,-1.839553461,,
2078,c1ccc(cc1)Nc1ccc(cc1)/N=N/c1ccc(cc1)N(=O)=O,,-1.355566778,,
2079,c1ccc(c(c1)C(=O)O)O,,0.363600914,,
2080,c1ccc(c(c1)C(=O)c1ccc(cc1)O)C(=O)O,,0.172072779,,
2081,c1ccc2c(c1)c1CCCCc1n2C(=O)N,,-1.234045276,,
2082,COc1ccc(cc1)N=Cc1ccc(cc1)c1ccccc1,,-2.638272361,,
2083,CCOC1(C(c2ccccc2)Br)C(=O)NC(=O)N1,,-1.042435463,,
2085,CCCCCCCCCCCCCCC1C(=O)N=C(N)S1,,-2.581063963,,
2086,c1ccc(cc1)CC1C(=O)N(c2ccccc2)C(=O)N1CC(=O)O,,0.187974848,,
2087,C1C=C(CC[C@@H](CC(=O)O)O)C(=O)C1,,-0.394055294,,
2088,c1ccc2c(c1)ccc1ccccc21,,-1.9531226,,
2089,Cc1ccc(cc1)C(c1ccccc1)(C(c1ccccc1)(c1ccc(C)cc1)O)O,,-2.897091314,,
2090,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(cc1)c1ccccc1c1[nH]nnn1,,-1.741562862,,
2091,CN[C@]1(CCCCC1=O)c1ccccc1Cl,,-0.528767431,,
2092,CCCCCCCCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,,-3.279386998,,
2093,CCOc1ccc(cc1OC)COC(=O)NC(=O)N,,-2.837505883,,
2094,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/N=N/c1ccc(cc1N(=O)=O)N(=O)=O,,-3.22184875,,
2095,c1ccc(cc1)Nc1cc(ccc1N)Cl,,-1.225877629,,
2096,c1cc(ccc1C=C1CCC(=Cc2ccc(cc2)O)C1=O)O,,-2.272754731,,
2097,Cc1c(c(C)c(c(C)c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,-3.105828551,,
2098,c1ccc2c(c1)[nH]c(=O)n2C1CCN(CCCC(c2ccc(cc2)F)c2ccc(cc2)F)CC1,,-1.687277577,,
2099,c1cc(Cl)ncc1CN1CCN/C/1=N\[N+](=O)[O-],,-2.065409192,,
2100,c1cc(c(cc1O)O)c1c(c(=O)c2c(cc(cc2o1)O)O)O,,-1.004364225,,
2101,COc1c(cc(cc1Br)Br)Br,,-1.524765299,,
2102,C1[C@H]([C@@H]2[C@@H]([C@@H]3[C@H](O2)O[C@@H](C(Cl)(Cl)Cl)O3)O)O[C@@H](C(Cl)(Cl)Cl)O1,,-3.132343579,,
2103,C1C/C(=N\O)/C(=N/NC(=S)N)/C(=N/O)/C1,,-2.065867745,,
2104,c1cc2c(cc(c(c2nc1)O)I)S(=O)(=O)O,,-2.062583221,,
2105,c1cnccc1C(=O)N/N=C/[C@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O,,-2.0552195,,
2106,Cc1ccc(C)c(c1[N+](=O)[O-])[N+](=O)[O-],,-0.950194414,,
2107,CCN(CC)CCNC(=O)c1ccc(cc1)NC(=O)/C=C\C(=O)O,,-3.171335925,,
2108,c1(=O)[nH]c(=O)[nH]c(=O)[nH]1,,-2.213600031,,
2109,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(c(c2)OC)O)ccc1O,,-2.166852656,,
2110,CCOC(=O)c1ccc(cc1)NC(=S)N,,-0.873675102,,
2111,Cc1cc(c(C)c(c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,-2.08127528,,
2112,CC(=O)NNC(=O)C,,0.115505606,,
2113,c1ccc(cc1)C(c1ccccc1)(C(=O)NNS(=O)(=O)c1ccc(cc1)[N+](=O)[O-])O,,-1.177553773,,
2114,c1ccc(cc1)Nc1ccc(cc1)n1nc2ccccc2[n+]1[O-],,-2.003367172,,
2115,CCCCCCCCCCCCCCCCCC(=O)Nc1ccccc1,,-2.379723593,,
2116,Cc1ccc(cc1)[N+](=O)[O-],,-0.140235068,,
2117,c1ccc(cc1)OC(=O)c1ccccc1O,,0.338028289,,
2118,CCOc1ccc(cc1/C=N/NC(=O)N)[N+](=O)[O-],,-2.504554637,,
2120,CCCCC(C)OC(=O)NC(=O)N,,-1.287910186,,
2121,COc1cnc(Cl)nc1Cl,,-0.090405698,,
2122,CCCOC(=O)c1cc(c(c(c1)O)O)O,,0.583329855,,
2123,c1ccc(cc1)c1ccccc1,,-0.227885089,,
2124,c1cc2c(cccc2[N+](=O)[O-])c(c1)[N+](=O)[O-],,-3.02657759,,
2125,COc1ccc(cc1OC)C(=O)N1CCN(CC1)c1ccc2c(CCC(=O)N2)c1,,-3.097255742,,
2126,Cc1ccc2c(c1)nc(Nc1ccccc1)[nH]2,,-0.438764661,,
2127,Cc1ccccc1C(=O)O,,0.365480473,,
2129,CN(C)c1ccc(cc1)C(=Nc1ccccc1N)c1ccc(cc1)N(C)C,,-2.350352217,,
2130,Cc1cc(O)c2C(=O)c3c(O)cc(O)c4C(=O)C(C)(C)c5cc(O)c1c2c5c34,,,-3.332075128,
2131,O=C1CCCCCCCCCCCCCCCCCN1,,,0.171100776,
2132,Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,,,-0.885219291,
2133,O(C1(c2ccccc2)c3ccccc3c4ccccc14)C5(c6ccccc6)c7ccccc7c8ccccc58,,,-0.568182429,
2134,CCCCCCC(N)=O,,,-1.342690328,
2135,CC1(C)C4CCC1/C(=C/Nc3ccc2ccccc2c3)C4=O,,,-1.750473715,
2136,OC(=O)c1cccc(c1)[N+]([O-])=O,,,-0.969402295,
2137,CN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,,,-0.810589193,
2138,CCCCCC(N)=O,,,-1.058156274,
2139,Nc1ccc(cc1)C(O)=O,,,-2.34814254,
2140,Cc1ccc(cc1)N(c2cccc(C)c2)c3cccc(C)c3,,,0.436610032,
2141,CCOc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,,,0.224355743,
2142,COc1cccc(C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c1,,,-2.988178757,
2144,[C@@H]45C3=NC1=C([C@H]2CC[C@@H]1C2(C)C)N=C3[C@@H](CC4)C5(C)C,,,-0.39912237,
2145,C[C@@H]3CCCC(NC(=O)c1cccc2ccccc12)C3,,,-0.405925001,
2146,Cc1ccccc1N=Nc2ccc(O)cc2,,,-0.044894198,
2147,Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl,,,-0.91164702,
2148,[O-][N+](=O)c1cccc2cccc(c12)[N+]([O-])=O,,,-1.521227671,
2149,N#C/C(c1ccccc1)=N(=O)/c2ccc(Cl)cc2,,,-0.270795364,
2150,Cc1cc(O)ccc1N=Nc2ccccc2,,,-0.25369029,
2151,c1cc2ccc3cccc4ccc(c1)c2c34,,,-0.259626574,
2152,OC(=O)CCC(=O)NNC(=O)c1ccccc1,,,-3.397897726,
2153,Cl[S](=O)(=O)c1cccc2c1cccc2[S](Cl)(=O)=O,,,-0.842909873,
2154,O=C(OCOC(=O)c1ccccc1)c2ccccc2,,,-0.034809562,
2155,OC(=O)CCCCCCCC(O)=O,,,-3.368383065,
2156,[O-][N+](=O)c1cc2cccc(c2c(c1)[N+]([O-])=O)[N+]([O-])=O,,,-1.868131264,
2157,O[P](=O)(c1ccccc1)c2ccccc2,,,-2.105104492,
2158,c1ccc(cc1)/N=N/c2ccc(cc2)O,,,-1.139808281,
2159,CCc1c(c2/cc/3\nc(/cc\4/c(c(/c(/[nH]4)c/c5n/c(c\c1[nH]2)/C(=C5C)CC)C)CC)C(=C3C)CC)C,,,-2.795880925,
2160,CCOC(=O)c1cnn(C)c1[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,,,-1.4242941,
2161,NC(=O)C(O)c1ccccc1Cl,,,-1.881211544,
2162,N#Cc1c2ccccc2c(C#N)c3ccccc13,,,-2.756356503,
2163,Cc1ccc(c(C)c1)C(O)=O,,,-0.625153426,
2164,C(=CC=Cc1ccccc1)C=Cc2ccccc2,,,-1.431597495,
2165,Oc1ccc(N=Nc2ccccc2)c(O)c1,,,-1.507550426,
2166,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,,,-2.713522567,
2167,Oc1ccc(cc1)[N+]([O-])=O,,,-1.019509832,
2168,CC(C)CC(CC(C)C)(CC(C)C)C(=O)NO,,,-0.431798276,
2169,OC(C(O)=O)c1ccc(Cl)cc1,,,-1.598802144,
2170,[O-][N+](=O)c1ccc(C=O)cc1,,,-0.277373785,
2171,CCC\C=C/C(N)=O,,,0.648860333,
2172,CCC\C=C\C(N)=O,,,-1.554882494,
2173,ON=C1C(=O)C=Cc2ccccc12,,,-0.376755606,
2174,O=C1c2ccccc2c3c4c1cccc4c5cccc6C(=O)c7ccccc7c3c56,,,-2.188086645,
2175,CCCCCCC(C)=NNC(N)=O,,,-1.40926556,
2176,CCOc1ccc(NC(C)=O)cc1,,,-2.497966587,
2177,OC(C#CC(O)(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4,,,-3.81024671,
2178,C[C@H]1OC=C2C(=C(C(O)=O)C(=O)C(=C2[C@@H]1C)C)O,,,-0.942313597,
2179,c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,,,-2.031526213,
2180,O=C(C(C(=O)c1ccccc1)C(=O)c2ccccc2)c3ccccc3,,,-2.971795408,
2181,CCC1=CC(N=Nc2ccccc2O)(C(O)C=C1)c3ccccc3,,,0.969157398,
2182,CCCCCCCCC(O)C(O)CCCCCCCC,,,-2.042149762,
2183,C1Cc2cccc3cccc1c23,,,0.260115988,
2184,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,,,-3.225777791,
2185,[O-][N+](=O)c1ccc(Cl)cc1,,,0.667218289,
2186,CCOC(=O)C(=O)C(=O)OCC,,,0.060099036,
2187,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,,,-2.380508679,
2188,CN(C(=O)C(=O)N(C)[N+]([O-])=O)[N+]([O-])=O,,,-0.389334259,
2189,C[C@@H]1NC(=O)[C@H](Cc2c3cc(CC=C(C)C)cc(CC=C(C)C)c3[nH]c2C(C)(C)C=C)NC1=O,,,-3.321888278,
2190,CCCc1ccc(O)cc1O,,,-0.757635078,
2191,Cc5ccc(/N=C(Nc1ccc(C)cc1)/N(c2ccc(C)cc2)c4nc3cc(C)ccc3[nH]4)cc5,,,-1.560280876,
2192,c1ccc(cc1)/N=N/c2ccccc2,,,0.225964192,
2193,CCCC(N)=O,,,-1.599681728,
2194,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,,-1.62903887,
2195,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,,,-2.375512649,
2196,O=C1c2cccc3cccc(c23)C1=C4C(=O)c5cccc6cccc4c56,,,-2.325706484,
2197,COc1ccc(cc1)C(=O)C=Cc2ccccc2O,,,-1.627169492,
2198,Nc1ccccc1[N+]([O-])=O,,,0.012926413,
2199,CCCCC(CCC)=NNC(N)=O,,,0.093925079,
2200,COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)C,,,-0.798836918,
2201,c1ccc2cc3c(ccc4ccccc34)cc2c1,,,-1.721252106,
2202,C1([C@H]2CC([C@@H](C1)C2)=CC3C4CC(C(C3)C4)(C)C)(C)C,,,0.305037622,
2203,C1OC(OCC12COC(OC2)c3ccccc3)c4ccccc4,,,-0.716511116,
2204,CC(=O)NC(Cc1c[nH]c2ccccc12)C(O)=O,,,-3.859925539,
2205,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2N=C=O,,,-1.01584398,
2206,c1ccc(cc1)/N=N/c2cc(cc(c2O)Cl)Cl,,,-0.292462151,
2207,O=[P](c1ccccc1)(c2ccccc2)c3ccccc3,,,-0.038579503,
2208,COc1cc(ccc1c2ccccc2)c3ccc(c(OC)c3)c4ccccc4,,,-1.221602711,
2209,CCCCCCCCCCC(N)=O,,,-1.757193026,
2210,COc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,,,0.534292363,
2211,BrC1C(OC(=O)C1=O)c2ccc(Br)cc2,,,-0.921639663,
2212,Cc1ccc(O)cc1O,,,-1.281816615,
2213,CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)COC(=O)CC,,,-1.071971787,
2214,CCc1c(O)cc(C)cc1O,,,-1.214763328,
2215,CCC1(CC)C(=O)NC(=O)NC1=O,,,-2.555160472,
2216,c1ccc2c(c1)C(c3ccccc23)C4(C5c6ccccc6c7ccccc57)c8ccccc8c9ccccc49,,,-1.303584743,
2217,CCCCCCCCCC(C(O)=O)C(O)=O,,,-2.917370255,
2218,OC(=O)[C@@H](Br)[C@@H](Br)c1ccccc1,,,-1.57469315,
2220,COc1cc2OC[C@H]3Oc4c(CC=C(C)C)c(O)ccc4C(=O)[C@H]3c2cc1OC,,,-1.899207463,
2221,CCCCCCCCC(N)=O,,,-1.697800618,
2222,Oc1cccc(O)c1,,,-1.68029568,
2223,CC(=O)C(C(=O)c1ccccc1)C(=O)c2ccccc2,,,-1.425364643,
2224,Cc1ccc3c(c1)nc(Nc2ccccc2)n3/C(=N\c4ccccc4)Nc5ccccc5,,,-1.979195892,
2225,CC1OC(C)OC(C)OC(C)O1,,,-2.166856699,
2226,[O-][N+](=O)c1ccc(Cc2ccc(cc2)[N+]([O-])=O)cc1,,,-0.99238638,
2227,C1(=C(C=CC=C1)C=NC2[C@H]3C[C@@H](C2)CC3)[N](=O)=O,,,-1.155038036,
2228,CCC1(NC(=O)N(C)C1=O)c2ccccc2,,,-0.614688332,
2229,c1(ccccc1)C(C#N)=N(=O)c2ccc(C)cc2,,,-0.339592419,
2230,CCCCC\C=C/C(N)=O,,,0.341264486,
2231,CCCCC/C=C/C(N)=O,,,-1.845642737,
2232,OC(=O)C1(O)CC1,,,-0.814667125,
2233,CN1CC[C@]23[C@H]4Oc5c(OC(C)=O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4OC(C)=O)c35,,,-0.470606864,
2234,CC(=O)c1cccc(c1)N=Nc2cc(C)c(O)cc2C,,,-1.389230833,
2235,CCOC(=O)C(=NNc1c(Br)cc(Br)cc1Br)C#N,,,-0.767429023,
2236,CCc1cc(O)c(C)cc1N=Nc2cccc(c2)C(C)=O,,,-0.53745977,
2237,CCCCCCCCC(CC)(CC)C(=O)NO,,,-0.1487414,
2238,OC(=O)C1c2ccccc2Cc3ccccc13,,,-1.873628627,
2239,Cc1cccc(C)c1C(O)=O,,,-0.287862464,
2240,CCCCCCCCCCC(C(O)=O)C(O)=O,,,-3.625930531,
2241,CCc1cc(O)ccc1N=Nc2cccc(c2)C(C)=O,,,-1.551642395,
2243,OC(=O)C1(Cl)OC(=O)c2ccccc12,,,-0.686066679,
2244,S1C(SC(SC1c2ccccc2)c3ccccc3)c4ccccc4,,,-0.836325348,
2245,[O-][N+](=O)c1cc(c(Cl)c(c1)[N+]([O-])=O)[N+]([O-])=O,,,0.113387133,
2246,CC1(C)C2CCC1(C)C(C2)N=Cc3ccc(cc3)[N+]([O-])=O,,,-1.245385904,
2247,CCCCCCC/C=C/C(N)=O,,,-1.434809842,
2248,CCCCCCCC=CC(N)=O,,,0.028641502,
2249,OC(=O)c1c(Br)cccc1Br,,,-0.779883089,
2250,[O-][N+](=O)c1ccc(NN=Cc2cccc(Br)c2)c(c1)[N+]([O-])=O,,,-3.030984062,
2251,O=[S](Cc1ccccc1)Cc2ccccc2,,,-0.863545786,
2253,O=C1c2ccccc2c3cccc4cccc1c34,,,-1.213439666,
2254,OC(=O)\C(Br)=C\c1ccccc1Cl,,,-1.611648048,
2255,Cc1ccc(NC(=Nc2ccc(C)cc2)n3c(Nc4ccc(C)cc4)nc5cc(C)ccc35)cc1,,,-1.719870244,
2256,Cl[S](=O)(=O)c1cc2c(cccc2[S](Cl)(=O)=O)c(c1)[S](Cl)(=O)=O,,,-0.519907217,
2257,Nc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,,,-1.458053873,
2258,OOC1(c2ccccc2)c3ccccc3C(OO)(c4ccccc4)c5ccccc15,,,-2.297149663,
2259,Cc1ccc(cc1)C(=O)N(O)c2ccc(Cl)cc2,,,-1.307227288,
2260,Oc1ccc(cc1)N=Nc2ccccc2[N+]([O-])=O,,,-0.587374305,
2261,Nc1ccccn1,,,0.307369906,
2262,COC(=O)c1ccc(cc1)C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O,,,-3.390787543,
2263,c1ccc2cc3cc4ccccc4cc3cc2c1,,,-2.017735267,
2264,CC(C)(C)c1ccc(O)c(c1)N=Nc2ccccc2,,,0.646344068,
2265,O[C@H]([C@@H](O)c1ccccc1)c2ccccc2,,,-1.588474696,
2266,Cc1ccc2C(=O)c3ccccc3c4c2c1c5c(C)ccc6C(=O)c7ccccc7c4c56,,,-1.694205445,
2267,OC(=O)c1cccc(O)c1,,,-3.193440523,
2268,N[C@@H](CO)c1ccccc1,,,-1.023350612,
2269,OC(=O)c1ccccc1Cl,,,-1.240463268,
2270,Cc1ccc(O)c(c1)C(C)(C)C,,,0.772431391,
2271,Cl[S](=O)(=O)c1ccc2cc(cc(c2c1)[S](Cl)(=O)=O)[S](Cl)(=O)=O,,,-1.755138507,
2273,CCOCN1C(=O)c2ccccc2C1=O,,,-2.914264861,
2274,C[C@H](O)[C@H](NC(=O)c1ccccc1)C(O)=O,,,-0.649780609,
2275,CCCCCCCCCCCCCCCC(O)=O,,,-0.603140172,-0.56827648
2276,CCCCC(N)=O,,,-1.354883018,
2277,Oc1ccccc1[N+]([O-])=O,,,0.701736567,
2278,CC1(C)C2CCC1(C)C(=O)C2C(=O)c3ccccc3,,,-0.23843404,
2279,OC(=O)CC1OC(OC1=O)C(Cl)(Cl)Cl,,,-0.94359673,
2280,OC(C(O)=O)c1ccccc1,,,-2.309533129,
2281,O=C1CCCCCN1,,,0.56215473,
2282,CCc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,,,0.720043321,
2283,ClC(c1ccccc1)(c2ccccc2)c3ccccc3,,,0.430728222,
2284,Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,,,0.205061347,
2285,Cc1ccc(Nc2[nH]c3ccc(C)cc3n2)cc1,,,-2.432800953,
2286,Nc1ccc2c(Cc3cc(Cl)ccc23)c1,,,-0.733732477,
2287,OC(=O)CCCC(O)=O,,,-2.966263706,
2288,c1ccc(cc1)\C=C\C=C\c2ccccc2,,,-0.493942012,
2289,[O-][N+](=O)c1cc(c(\C=C\c2ccccc2)c(c1)[N+]([O-])=O)[N+]([O-])=O,,,-0.79967407,
2290,O=C1CCCCCCCCCCCN1,,,-0.916775407,
2291,Cl[C@@H]1[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,,,-1.242384483,
2292,c1ccc(cc1)C(c2ccccc2)=C(c3ccccc3)c4ccccc4,,,-0.840478568,
2293,O=N(=O)/C(N(=O)=O)=S/1CCCC1,,,-3.39725362,
2294,Cc1c2ccccc2c(C)c3ccccc13,,,-0.852073862,
2295,c1ccc2C3C4c5ccccc5C(C(c2c1)c6ccccc36)c7ccccc47,,,-2.552019331,
2296,COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)=C,,,-0.666544407,
2297,CCCC(=CC(O)=O)c1ccccc1,,,0.426625697,
2298,CCc1cc(O)ccc1N=Nc2ccc(cc2)C(C)=O,,,-0.647291755,
2299,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,,,-3.445323923,
2300,O=c5c1ccccc1c6c2ccccc2c7c(=O)c3ccccc3c8c4ccccc4c5c6c78,,,-3.840084003,
2301,CCc1ccc(cc1)C(=O)c2ccccc2C(O)=O,,,-0.912776034,
2302,COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5cc34,,,-0.892961108,
2303,CCOC(=O)C(=NNc1ccccc1OC)C#N,,,-0.94009421,
2304,CCOC(=O)NC1CC2CC[C@]1(C)C2(C)C,,,-1.173843997,
2305,O=C1CCCCCCCCN1,,,-0.465092002,
2306,C\C=C(\C)C(N)=O,,,-1.522233474,
2307,C\C=C(/C)C(N)=O,,,-0.907584355,
2308,[O-][N+](=O)c1ccc(CCl)cc1,,,-0.421566245,
2309,CC(=O)Oc1ccc(Cl)c2c(OC(C)=O)ccc(Cl)c12,,,-1.5926444,
2310,O[C@@H]([C@@H]1C[C@@H]2CCN1C[C@@H]2C=C)c3ccnc4ccccc34,,,-2.423217846,
2311,BrC(SC#N)C(Br)SC#N,,,-1.085573957,
2312,[O-][N+](=O)c1ccccc1C(=O)N=[N+]=[N-],,,-0.261918872,
2313,C=CC(=O)Nc1cc(F)c(Br)c(F)c1,,,-2.105104492,
2314,[O-][N+](=O)c1ccccc1\C=C\C(=O)c2ccccc2,,,-0.835359734,
2316,Cc1ccc(cc1)N(c2ccc(C)cc2)c3cccc(C)c3,,,-0.232009418,
2317,c1ccc(cc1)NC(=O)N1C(C[C@@H](C[C@H]1C)O)(C)C,,,0.037047142,
2318,O=C1CCC(=O)N1,,,-2.167031491,
2319,CCCCCC(C(O)=O)C(O)=O,,,-1.41487513,
2320,NC(=O)C(O)c1ccc(Cl)cc1,,,-2.625148694,
2321,ClC(Cl)(Cl)SN1C(=O)[C@H]2CC=CC[C@H]2C1=O,,,-1.149599259,
2322,COc1ccc2C[C@@H]3[C@@H]4CC[C@H](OC(C)=O)[C@@H]5Oc1c2[C@]45CCN3C,,,-0.634717957,
2323,CC(=O)O[I](OC(C)=O)c1cccc(c1)[N+]([O-])=O,,,-1.166840827,
2324,N#CSCCSC#N,,,-0.840965168,-0.04508515
2325,CCCC(CCC)(C(=O)NO)C1CCCCC1,,,-0.638280143,
2326,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,,,-1.435382236,
2327,CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,,,-0.497994303,-0.022027947
2328,Cc1cccc(c1)N=Nc2ccc(O)cc2,,,-0.892983945,
2329,CC1(C(=O)NC(=O)NC1=O)c2ccccc2,,,-3.183542592,
2330,CCCCCCCC(N)=O,,,-1.523330774,-0.3690667
2331,Cc1cccc(n1)C(O)=O,,,-1.095765126,
2332,OC(=O)c1cccc(Cl)c1,,,-1.375161842,
2333,[O-][N+](=O)c1ccc(cc1)C2OCC3(CO2)COC(OC3)c4ccc(cc4)[N+]([O-])=O,,,-2.048313378,
2334,Oc1ccc(Cc2ccccc2O)cc1,,,-1.404797714,
2335,OC(=O)CCCC(=O)NNC(=O)c1ccccc1,,,-1.522914612,
2336,OC(=O)CCCCCCCCCC(O)=O,,,-3.824304507,
2337,CCCCCCCCCCCCC(O)CCCCC(O)=O,,,-1.632720421,
2338,OC(c1ccccc1)(c2ccccc2)c3ccccc3,,,-0.255544509,
2339,CCOC(=O)c1ccc(C)cc1NC(C)=O,,,0.313612393,
2340,ClCc1c(Br)cc(Br)cc1Br,,,-0.569895461,
2341,[O-][N+](=O)c1cccc(c1)C(=O)N=[N+]=[N-],,,-0.136980136,
2342,Oc1cccc2cccnc12,,,0.185868316,
2343,CCCCC(C(O)=O)C(O)=O,,,-2.618624393,
